text,date,game
a number of guys who haven't scored in a,3/23/2019,75
bit the way I look at that usually is,3/23/2019,75
that's usually gonna change we got a,3/23/2019,75
number of guys that are like Oh for 11,3/23/2019,75
games and four and whatever or one and,3/23/2019,75
and so on those guys I mean the pucks,3/23/2019,75
gonna go in if you work hard so I,3/23/2019,75
thought we did a lot of good things,3/23/2019,75
tonight I didn't think we got in our own,3/23/2019,75
way,3/23/2019,75
you know obviously disappointing way to,3/23/2019,75
end I didn't think we're as good tonight,3/23/2019,75
as we've been in the last two games but,3/23/2019,75
I still thought we had lots of,3/23/2019,75
opportunity well I mean obviously that's,3/23/2019,75
a key thing for us and we know what it,3/23/2019,75
continues to be a huge issue not issued,3/23/2019,75
a huge thing that we have to work on to,3/23/2019,75
get better at we've talked about it,3/23/2019,75
every day and we'll continue to talk,3/23/2019,75
about it I'd like to get us a little,3/23/2019,75
more rhythm so we feel better you know,3/23/2019,75
tonight feels better if you win that's,3/23/2019,75
the bottom line,3/23/2019,75
and but you know I like the process,3/23/2019,75
we're in and I like how heard guys point,3/23/2019,75
no I know I don't know if when he played,3/23/2019,75
with Willie and Madi he was behind the,3/23/2019,75
net Warren picking more parks out and,3/23/2019,75
playing with John John does more of,3/23/2019,75
those things as well and so you end up,3/23/2019,75
shooting more but I mean all those young,3/23/2019,75
players I mean their their games just,3/23/2019,75
growing I mean if you look at all our,3/23/2019,75
young guys they continue to get better,3/23/2019,75
and we need them to get better because,3/23/2019,75
we count on them a lot so you know I,3/23/2019,75
still consider Marner and Matthews and,3/23/2019,75
time and those guys young players in the,3/23/2019,75
league but they're getting better and,3/23/2019,75
along with their kind of our next wave,3/23/2019,75
of guys sixteen shot attempts or what,3/23/2019,75
kind of kept him from breaking through,3/23/2019,75
they asked a question he had some great,3/23/2019,75
looks you know a really good looks and I,3/23/2019,75
didn't even realize after one how many,3/23/2019,75
good looks I had till i sought in the,3/23/2019,75
room and in work hard to me it's all,3/23/2019,75
processed just do good things good,3/23/2019,75
things will happen and it doesn't happen,3/23/2019,75
right away all the time but it'll happen,3/23/2019,75
I think the adversity we faced here a,3/23/2019,75
week ago yes I said at the time and I,3/23/2019,75
think it is now I think it's a good,3/23/2019,75
thing we got to dig in it's not supposed,3/23/2019,75
to be easy again,3/23/2019,75
you were reflect back to July 1st that,3/25/2019,76
warm summer afternoon John Cabarrus is,3/25/2019,76
introduced to the Toronto Maple Leafs,3/25/2019,76
and here we are and we have an idea of,3/25/2019,76
what he was all about tonight and just,3/25/2019,76
how he's been able to work in this,3/25/2019,76
market just so effective so consistent,3/25/2019,76
yeah I don't think we got that tonight,3/25/2019,76
but I mean we've been on the watch and,3/25/2019,76
see the kind of human being he is and,3/25/2019,76
how he just gets about doing his,3/25/2019,76
business and whether it plays good or,3/25/2019,76
bad he just plays there comes and does,3/25/2019,76
the same professional takes the same,3/25/2019,76
professional approach the next day so,3/25/2019,76
he's a real good leader for us and,3/25/2019,76
obviously makes us a deeper team we gave,3/25/2019,76
Maddie the assignment of barckhoff,3/25/2019,76
tonight,3/25/2019,76
normally we give it to John and so that,3/25/2019,76
freed up chalk and they had a good night,3/25/2019,76
offensively I thought Matthews line was,3/25/2019,76
outstanding,3/25/2019,76
that was a Lily's best game of the year,3/25/2019,76
[Music],3/25/2019,76
you know break away as well so it's it's,3/25/2019,76
just in general it's good to come out,3/25/2019,76
and score you know I thought we had lots,3/25/2019,76
of guys going tonight and so it was a,3/25/2019,76
good night,3/25/2019,76
well I think it's a huge thing I try to,3/25/2019,76
be cognizant of no hyman to get his 20th,3/25/2019,76
here tonight no big deal patty Marlowe,3/25/2019,76
now I think he's I don't know what,3/25/2019,76
number he is yeah he's doing something,3/25/2019,76
good so anyway he's moving up the list,3/25/2019,76
and you know I think those guys playoff,3/25/2019,76
time for guys like patios like the,3/25/2019,76
Fountain of Youth and so he'll just get,3/25/2019,76
better and more energized as we go it,3/25/2019,76
gets shorter lots of these guys were not,3/25/2019,76
very good in the regular season,3/25/2019,76
sometimes but third times coming,3/25/2019,76
what do you like about Matthews who,3/25/2019,76
handled the matter,3/25/2019,76
we were above the puck they were really,3/25/2019,76
good like really good outstanding dialed,3/25/2019,76
in right from the start finish and all,3/25/2019,76
three of them I thought Muzzin Xion and,3/25/2019,76
those three did an unreal job for me by,3/25/2019,76
far that's the most positive sign we've,3/25/2019,76
had a long time because that gives you a,3/25/2019,76
chance no one that John or him can play,3/25/2019,76
against anybody changed it's what we did,3/25/2019,76
on purpose we knew we're gonna do this a,3/25/2019,76
couple times down the stretch and we,3/25/2019,76
just told them this morning this was,3/25/2019,76
their job and to look after it was nice,3/25/2019,76
it worked out that way,3/25/2019,76
a little pucker your neck so we gotta,3/25/2019,76
help Freddie help pretty good help,3/25/2019,76
himself we're gonna him,3/25/2019,76
pendulum move back and forth tonight,3/27/2019,77
Mike with what you like maybe what you,3/27/2019,77
didn't like well that we really started,3/27/2019,77
I've played a real good first period and,3/27/2019,77
then whatever happened in between the,3/27/2019,77
first and second they decided to really,3/27/2019,77
dig in and we got careless with the puck,3/27/2019,77
got a lot of turnovers in the second,3/27/2019,77
period we got back in the game and you,3/27/2019,77
know there were a team with a ton of,3/27/2019,77
offensive skill you know that before he,3/27/2019,77
come in here yeah if you want to get,3/27/2019,77
into a running gun game it's gonna be,3/27/2019,77
like it was we still have lots,3/27/2019,77
opportunity to win the game in the end,3/27/2019,77
we didn't win the game I really liked,3/27/2019,77
her start I was disappointed because we,3/27/2019,77
I think we've really worked hard to get,3/27/2019,77
her game back here of late it's,3/27/2019,77
disappointing our second period I,3/27/2019,77
thought with herself down with that,3/27/2019,77
there's no reason to be careless with,3/27/2019,77
the puck and not take care of it it's,3/27/2019,77
just no reason especially for a team,3/27/2019,77
that's trying to do what we're trying to,3/27/2019,77
do and so that part disappointed me Bob,3/27/2019,77
but like I said yeah they've got good,3/27/2019,77
old fence of players that make it hard,3/27/2019,77
on you and so if you get in a running,3/27/2019,77
gun game and the young D they're active,3/27/2019,77
in the back end they may get hurt why,3/27/2019,77
just thought the other night one and,3/27/2019,77
Maddy played head-to-head who do we just,3/27/2019,77
play yeah I thought they did a real good,3/27/2019,77
job being above them tonight was more,3/27/2019,77
running gun and just trading chances so,3/27/2019,77
obviously I like the other approach much,3/27/2019,77
better because I think he end up on the,3/27/2019,77
plus side the end of scorn and went in,3/27/2019,77
that way this probably was more,3/27/2019,77
entertaining for the fence well we had,3/27/2019,77
to because what we did is we gave them,3/27/2019,77
life right so we had to battle our way,3/27/2019,77
back there's no question about that,3/27/2019,77
I didn't mind our first I didn't minor,3/27/2019,77
third the second got us in trouble and,3/27/2019,77
you don't want a team that is in the,3/27/2019,77
position there and if you come out and,3/27/2019,77
you just do it right and you give them,3/27/2019,77
no life you make it hard on them but we,3/27/2019,77
gave him some life there in the second,3/27/2019,77
period why is that you know what's,3/27/2019,77
important for us to get Freddie at his,3/27/2019,77
highest level I thought in the second,3/27/2019,77
period,3/27/2019,77
we gave up Grady opportunities I've been,3/27/2019,77
through a mall on video,3/27/2019,77
but we Grady opportunities and I thought,3/27/2019,77
he was really good and give us an,3/27/2019,77
opportunity so the you know that's good,3/27/2019,77
for him he also give us an opportunity,3/27/2019,77
in the shootout wouldn't score any goals,3/27/2019,77
you know brownies one on one right away,3/27/2019,77
at the start of the game without Enzo,3/27/2019,77
came in and gave us a real good game so,3/27/2019,77
those are positive things for anybody,3/27/2019,77
does this court in a while when you,3/27/2019,77
score it's like adrenaline going through,3/27/2019,77
your bones I think that's a positive,3/27/2019,77
thing so need a few more guys before,3/27/2019,77
we're done here,3/27/2019,77
how do you wrap it all up Mike three,3/30/2019,78
periods of playing a game obviously that,3/30/2019,78
your squad could have won,3/30/2019,78
well obviously did lots of things really,3/30/2019,78
well puck ended up on our net and I,3/30/2019,78
thought we stuck with it pretty good,3/30/2019,78
thought we dug our way out and in the,3/30/2019,78
end though we didn't win then so you,3/30/2019,78
know I think there's lots of positive,3/30/2019,78
